game,rank,country,earning,players
Evolve,6.,Greece,"$1,549.52",2 Players
Evolve,7.,Switzerland,"$1,538.71",2 Players
Evolve,8.,Austria,"$1,010.82",2 Players
Evolve,9.,Ireland,"$1,000.00",1 Player
Evolve,10.,Poland,$806.09,2 Players
Evolve,11.,Norway,$406.42,5 Players
Evolve,12.,Sweden,$206.18,3 Players
Evolve,13.,Canada,$121.64,2 Players
Evolve,14.,Japan,$109.45,5 Players
Evolve,15.,Portugal,$108.14,2 Players
Evolve,16.,Denmark,$89.06,2 Players
Evolve,17.,Singapore,$66.70,3 Players
Evolve,18.,Belgium,$54.42,1 Player
Evolve,19.,Israel,$54.41,1 Player
F.E.A.R.,1.,Sweden,"$76,500.00",6 Players
F.E.A.R.,2.,Canada,"$35,000.00",2 Players
F.E.A.R.,3.,Italy,"$22,500.00",4 Players
F.E.A.R.,4.,United States,"$22,000.00",4 Players
F.E.A.R.,5.,Australia,"$20,000.00",1 Player
F.E.A.R.,6.,United Kingdom,"$1,000.00",2 Players
F.E.A.R.,7.,France,$500.00,1 Player
Gundam Versus,1.,United States,$280.00,6 Players
Guns of Boom,1.,United Kingdom,"$20,887.50",1 Player
Guns of Boom,2.,Morocco,"$20,887.50",1 Player
Guns of Boom,3.,Portugal,"$20,887.50",1 Player
Guns of Boom,4.,United States,"$20,887.50",1 Player
Guns of Boom,5.,Belgium,"$20,000.00",2 Players
Guns of Boom,6.,Georgia,"$10,000.00",1 Player
Guns of Boom,7.,Sweden,"$10,000.00",1 Player
Halo 2,1.,United States,"$1,529,657.62",143 Players
Halo 2,2.,Canada,"$22,304.92",18 Players
Halo 2,3.,France,"$5,000.00",3 Players
Halo 2,4.,Germany,$0.00,1 Player
Halo 2,5.,Netherlands,$0.00,1 Player
Halo 2 Anniversary,1.,United States,"$406,262.50",54 Players
Halo 2 Anniversary,2.,United Kingdom,"$31,698.22",22 Players
Halo 2 Anniversary,3.,Canada,"$21,337.50",1 Player
Halo 2 Anniversary,4.,France,"$1,513.96",5 Players
Halo 2 Anniversary,5.,Australia,"$1,038.44",12 Players
Halo 2 Anniversary,6.,Ireland,$189.50,1 Player
Halo 2 Anniversary,7.,Netherlands,$125.00,1 Player
Halo 2 Anniversary,8.,Norway,$125.00,1 Player
Halo 3,1.,United States,"$2,153,437.10",137 Players
Halo 3,2.,Canada,"$71,450.00",7 Players
Halo 3,3.,United Kingdom,"$38,947.85",47 Players
Halo 3,4.,France,"$20,156.84",8 Players
Halo 3,5.,Sweden,"$5,414.78",4 Players
Halo 3,6.,Netherlands,"$2,897.90",9 Players
Halo 3,7.,Italy,"$1,500.00",1 Player
Halo 3,8.,Finland,"$1,097.76",4 Players
Halo 3,9.,Ireland,"$1,000.00",1 Player
Halo 3,10.,Belgium,$470.46,2 Players
Halo 3,11.,Norway,$457.92,1 Player
Halo 3,12.,Switzerland,$196.02,1 Player
Halo 4,1.,United States,"$419,402.56",51 Players
Halo 4,2.,United Kingdom,"$5,802.68",18 Players
Halo 4,3.,Canada,"$2,125.00",2 Players
Halo 4,4.,France,"$1,168.60",4 Players
Halo 5 Guardians,1.,United States,"$5,492,812.22",109 Players
Halo 5 Guardians,2.,Canada,"$607,384.38",13 Players
Halo 5 Guardians,3.,United Kingdom,"$402,910.84",36 Players
Halo 5 Guardians,4.,Saudi Arabia,"$179,625.00",1 Player
Halo 5 Guardians,5.,Australia,"$92,333.33",32 Players
Halo 5 Guardians,6.,Mexico,"$89,687.50",19 Players
Halo 5 Guardians,7.,France,"$63,255.56",18 Players
Halo 5 Guardians,8.,Germany,"$53,687.50",4 Players
Halo 5 Guardians,9.,Italy,"$41,063.33",2 Players
Halo 5 Guardians,10.,New Zealand,"$24,041.67",4 Players
Halo 5 Guardians,11.,Singapore,"$22,500.00",3 Players
Halo 5 Guardians,12.,Denmark,"$13,845.15",1 Player
Halo 5 Guardians,13.,Ireland,"$10,384.59",4 Players
Halo 5 Guardians,14.,Philippines,"$7,500.00",1 Player
Halo 5 Guardians,15.,Colombia,"$3,312.50",5 Players
Halo 5 Guardians,16.,Netherlands,"$2,562.50",1 Player
Halo 5 Guardians,17.,Brazil,"$1,500.00",12 Players
Halo Infinite,1.,United States,"$2,576,285.00",141 Players
Halo Infinite,2.,Canada,"$118,940.00",7 Players
Halo Infinite,3.,United Kingdom,"$87,010.00",16 Players
Halo Infinite,4.,France,"$76,150.00",8 Players
Halo Infinite,5.,Australia,"$70,171.25",15 Players
Halo Infinite,6.,Mexico,"$54,050.00",11 Players
Halo Infinite,7.,Germany,"$13,112.50",4 Players
Halo Infinite,8.,Netherlands,"$8,047.50",2 Players
Halo Infinite,9.,Colombia,"$7,750.00",1 Player
Halo Infinite,10.,Puerto Rico,"$2,960.00",1 Player
Halo Infinite,11.,New Zealand,"$2,256.25",2 Players
Halo Infinite,12.,Croatia,$750.00,1 Player
Halo Infinite,13.,Spain,$210.00,1 Player
Halo Infinite,14.,Sweden,$210.00,1 Player
Halo Infinite,15.,Ireland,$150.00,2 Players
Halo Infinite,16.,Italy,$75.00,1 Player
Halo Combat Evolved,1.,United States,"$203,516.00",135 Players
Halo Combat Evolved,2.,Canada,"$10,635.00",1 Player
Halo Combat Evolved,3.,France,"$10,000.00",1 Player
Halo Combat Evolved,4.,United Kingdom,"$5,000.00",1 Player
Halo Reach,1.,United States,"$696,112.60",80 Players
Halo Reach,2.,Canada,"$28,875.00",2 Players
Halo Reach,3.,United Kingdom,"$15,692.48",17 Players
Halo Reach,4.,Netherlands,"$1,985.01",7 Players
Halo Reach,5.,Finland,"$1,267.92",8 Players
Halo Reach,6.,Belgium,"$1,205.62",3 Players
Halo Reach,7.,Switzerland,$905.69,1 Player
Halo Reach,8.,Australia,$207.68,1 Player
Halo Reach,9.,France,$80.64,2 Players
Halo Reach,10.,Norway,$80.64,2 Players
Lemnis Gate,1.,United States,"$1,266.40",5 Players
Lemnis Gate,2.,United Kingdom,$298.30,2 Players
Metal Gear Online,1.,Japan,"$2,000.04",8 Players
Metal Gear Online,2.,United States,"$1,833.37",8 Players
Metal Gear Online,3.,United Kingdom,"$1,166.69",5 Players
Metal Gear Online,4.,France,$833.35,4 Players
Metal Gear Online,5.,Spain,$666.68,4 Players
Metal Gear Online,6.,Finland,$333.34,2 Players
Metal Gear Online,7.,Italy,$333.34,1 Player
Metal Gear Online,8.,Saudi Arabia,$333.34,2 Players
Metal Gear Online,9.,Canada,$166.67,1 Player
Metal Gear Online,10.,Switzerland,$166.67,1 Player
Metal Gear Online,11.,Germany,$166.67,1 Player
Onward,1.,United States,"$81,693.53",46 Players
Onward,2.,United Kingdom,"$29,907.07",20 Players
Onward,3.,Canada,"$12,766.47",8 Players
Onward,4.,Finland,"$11,500.00",2 Players
Onward,5.,Latvia,"$7,876.00",1 Player
Onward,6.,Russian Federation,"$7,820.00",1 Player
Onward,7.,Germany,"$3,166.67",1 Player
Onward,8.,Belgium,"$1,446.67",1 Player
Onward,9.,Netherlands,"$1,362.67",2 Players
Onward,10.,Czech Republic,"$1,228.76",2 Players
Onward,11.,Malta,$968.76,1 Player
Onward,12.,Norway,$635.43,1 Player
Onward,13.,Israel,$333.33,1 Player
Onward,14.,Kazakhstan,$333.33,1 Player
Onward,15.,Ukraine,$333.33,1 Player
Onward,16.,Japan,$168.00,1 Player
Onward,17.,Australia,$140.00,1 Player
Onward,18.,Denmark,$140.00,1 Player
Overwatch,1.,"Korea, Republic of","$17,444,562.79",757 Players
Overwatch,2.,United States,"$3,540,916.35",496 Players
Overwatch,3.,China,"$3,019,245.67",503 Players
Overwatch,4.,Sweden,"$1,076,912.06",102 Players
Overwatch,5.,Finland,"$951,291.29",164 Players
Overwatch,6.,France,"$908,555.22",159 Players
Overwatch,7.,United Kingdom,"$753,700.57",139 Players
Overwatch,8.,Australia,"$698,582.77",185 Players
Overwatch,9.,Canada,"$582,297.95",79 Players
Overwatch,10.,"Taiwan, Republic of China","$565,588.62",67 Players
Overwatch,11.,Saudi Arabia,"$480,285.58",56 Players
Overwatch,12.,Brazil,"$421,270.27",145 Players
Overwatch,13.,Denmark,"$363,750.95",60 Players
Overwatch,14.,Japan,"$358,664.42",80 Players
Overwatch,15.,Thailand,"$265,141.13",72 Players
Overwatch,16.,Russian Federation,"$260,750.76",32 Players
Overwatch,17.,Germany,"$250,908.92",49 Players
Overwatch,18.,Spain,"$215,105.24",67 Players
Overwatch,19.,Netherlands,"$199,170.69",43 Players
Overwatch,20.,Norway,"$137,020.21",41 Players
Overwatch,21.,Israel,"$119,450.97",16 Players
Overwatch,22.,Argentina,"$107,797.43",43 Players
Overwatch,23.,Iceland,"$102,284.60",11 Players
Overwatch,24.,Singapore,"$98,025.10",55 Players
Overwatch,25.,New Zealand,"$95,918.26",20 Players
Overwatch,26.,Belgium,"$86,370.40",12 Players
Overwatch,27.,Hong Kong,"$81,553.96",17 Players
Overwatch,28.,Portugal,"$71,624.78",61 Players
Overwatch,29.,Viet Nam,"$62,869.20",14 Players
Overwatch,30.,United Arab Emirates,"$57,635.37",22 Players
Overwatch,31.,Italy,"$56,590.40",48 Players
Overwatch,32.,Austria,"$55,325.05",36 Players
Overwatch,33.,Switzerland,"$47,493.41",16 Players
Overwatch,34.,Kuwait,"$44,702.09",21 Players
Overwatch,35.,Latvia,"$40,022.31",10 Players
Overwatch,36.,Romania,"$38,950.51",12 Players
Overwatch,37.,Mexico,"$38,855.62",17 Players
Overwatch,38.,Estonia,"$36,145.90",14 Players
Overwatch,39.,Poland,"$34,904.68",52 Players
Overwatch,40.,Czech Republic,"$33,918.98",30 Players
Overwatch,41.,Chile,"$33,422.85",22 Players
Overwatch,42.,Puerto Rico,"$28,867.44",1 Player
Overwatch,43.,Ireland,"$25,799.26",18 Players
Overwatch,44.,Ethiopia,"$23,669.95",1 Player
Overwatch,45.,Dominican Republic,"$23,070.79",1 Player
Overwatch,46.,Turkey,"$19,194.42",12 Players
Overwatch,47.,Jordan,"$17,936.62",3 Players
Overwatch,48.,Ukraine,"$13,998.26",5 Players
Overwatch,49.,Lebanon,"$13,207.39",3 Players
Overwatch,50.,Egypt,"$11,423.61",2 Players
Overwatch,51.,Colombia,"$8,579.73",9 Players
Overwatch,52.,India,"$7,941.37",9 Players
Overwatch,53.,Bulgaria,"$7,820.61",7 Players
Overwatch,54.,South Africa,"$7,641.21",20 Players
Overwatch,55.,Peru,"$7,185.27",3 Players
Overwatch,56.,Uruguay,"$6,528.62",4 Players
Overwatch,57.,Philippines,"$6,190.89",6 Players
Overwatch,58.,Belarus,"$6,094.19",4 Players
Overwatch,59.,Croatia,"$5,798.80",17 Players
Overwatch,60.,Paraguay,"$5,054.97",8 Players
Overwatch,61.,Malta,"$3,473.66",24 Players
Overwatch,62.,Hungary,"$2,346.21",11 Players
Overwatch,63.,Pakistan,"$1,616.67",2 Players
Overwatch,64.,Trinidad and Tobago,"$1,514.78",2 Players
Overwatch,65.,Lithuania,"$1,512.91",2 Players
Overwatch,66.,Kenya,"$1,482.62",1 Player
Overwatch,67.,Venezuela,"$1,178.43",2 Players
Overwatch,68.,Serbia,"$1,170.26",2 Players
Overwatch,69.,Myanmar,$715.28,2 Players
Overwatch,70.,Malaysia,$607.58,14 Players
Overwatch,71.,Bangladesh,$437.50,1 Player
Overwatch,72.,Indonesia,$426.67,2 Players
Overwatch,73.,Syrian Arab Republic,$408.39,1 Player
Overwatch,74.,Greece,$275.18,2 Players
Overwatch,75.,Morocco,$249.61,1 Player
Overwatch,76.,Tunisia,$249.61,1 Player
Overwatch,77.,French Polynesia,$245.63,1 Player
Overwatch,78.,Iraq,$125.00,1 Player
Overwatch,79.,Slovakia,$82.24,4 Players
Overwatch,80.,Slovenia,$58.66,1 Player
Overwatch 2,1.,"Korea, Republic of","$4,493,527.45",241 Players
Overwatch 2,2.,United States,"$1,164,113.28",155 Players
Overwatch 2,3.,China,"$510,273.34",73 Players
Overwatch 2,4.,Saudi Arabia,"$256,114.73",36 Players
Overwatch 2,5.,United Kingdom,"$197,486.25",29 Players
Overwatch 2,6.,Sweden,"$133,998.16",14 Players
Overwatch 2,7.,Denmark,"$101,887.14",14 Players
Overwatch 2,8.,Thailand,"$84,887.48",14 Players
Overwatch 2,9.,Germany,"$71,750.25",18 Players
Overwatch 2,10.,Australia,"$69,123.96",45 Players
Overwatch 2,11.,France,"$52,181.87",26 Players
Overwatch 2,12.,Netherlands,"$41,068.71",15 Players
Overwatch 2,13.,Estonia,"$34,512.64",3 Players
Overwatch 2,14.,Finland,"$34,470.00",13 Players
Overwatch 2,15.,Canada,"$28,526.22",19 Players
Overwatch 2,16.,Dominican Republic,"$16,755.95",1 Player
Overwatch 2,17.,Spain,"$16,508.26",11 Players
Overwatch 2,18.,New Zealand,"$14,903.89",9 Players
Overwatch 2,19.,Japan,"$14,756.24",10 Players
Overwatch 2,20.,Turkey,"$14,239.58",6 Players
Overwatch 2,21.,Belgium,"$11,678.94",6 Players
Overwatch 2,22.,Russian Federation,"$11,262.80",6 Players
Overwatch 2,23.,Norway,"$10,890.79",7 Players
Overwatch 2,24.,Austria,"$10,636.90",2 Players
Overwatch 2,25.,Singapore,"$7,761.89",13 Players
Overwatch 2,26.,Hong Kong,"$6,737.48",7 Players
Overwatch 2,27.,Switzerland,"$6,385.12",2 Players
Overwatch 2,28.,Czech Republic,"$5,279.76",2 Players
Overwatch 2,29.,Hungary,"$4,757.15",1 Player
Overwatch 2,30.,Mexico,"$4,687.47",9 Players
Overwatch 2,31.,India,"$4,645.84",6 Players
Overwatch 2,32.,"Taiwan, Republic of China","$3,967.27",7 Players
Overwatch 2,33.,Ukraine,"$3,773.81",1 Player
Overwatch 2,34.,Romania,"$3,357.14",2 Players
Overwatch 2,35.,Israel,"$3,327.59",3 Players
Overwatch 2,36.,Bulgaria,"$3,000.00",1 Player
Overwatch 2,37.,Greece,"$2,968.75",1 Player
Overwatch 2,38.,Colombia,"$2,400.00",6 Players
Overwatch 2,39.,Brazil,"$2,218.72",8 Players
Overwatch 2,40.,Argentina,"$2,000.00",5 Players
Overwatch 2,41.,Costa Rica,"$2,000.00",5 Players
Overwatch 2,42.,Guatemala,"$2,000.00",5 Players
Overwatch 2,43.,Puerto Rico,"$2,000.00",8 Players
Overwatch 2,44.,Philippines,"$1,999.98",6 Players
Overwatch 2,45.,Indonesia,"$1,714.26",6 Players
Overwatch 2,46.,Peru,"$1,714.26",6 Players
Overwatch 2,47.,Chile,"$1,666.65",5 Players
Overwatch 2,48.,Ireland,"$1,607.15",1 Player
Overwatch 2,49.,Ecuador,"$1,600.00",4 Players
Overwatch 2,50.,Malaysia,"$1,600.00",4 Players
Overwatch 2,51.,Italy,"$1,416.65",4 Players
Overwatch 2,52.,Serbia,"$1,354.17",1 Player
Overwatch 2,53.,Poland,"$1,333.32",4 Players
Overwatch 2,54.,Lithuania,"$1,321.43",1 Player
Overwatch 2,55.,South Africa,"$1,250.00",2 Players
Overwatch 2,56.,United Arab Emirates,"$1,238.10",2 Players
Overwatch 2,57.,Kuwait,"$1,208.34",3 Players
Overwatch 2,58.,Viet Nam,"$1,149.40",1 Player
Overwatch 2,59.,Trinidad and Tobago,$944.04,1 Player
Overwatch 2,60.,Egypt,$875.00,1 Player
Overwatch 2,61.,Venezuela,$333.33,1 Player
Overwatch 2,62.,El Salvador,$208.33,1 Player
Overwatch 2,63.,Kazakhstan,$101.60,2 Players
Overwatch 2,64.,Malta,$41.67,1 Player
Painkiller,1.,United States,"$299,225.00",14 Players
Painkiller,2.,Netherlands,"$231,675.00",2 Players
Painkiller,3.,Italy,"$178,225.00",4 Players
Painkiller,4.,Germany,"$146,325.00",6 Players
Painkiller,5.,Sweden,"$82,400.00",6 Players
Painkiller,6.,Canada,"$37,925.00",4 Players
Painkiller,7.,United Kingdom,"$18,675.00",3 Players
Painkiller,8.,Russian Federation,"$12,150.00",1 Player
Painkiller,9.,Finland,"$2,750.00",2 Players
Painkiller,10.,Japan,"$1,925.00",1 Player
Painkiller,11.,China,"$1,625.00",2 Players
Painkiller,12.,Norway,"$1,100.00",1 Player
Painkiller,13.,Spain,$625.00,1 Player
Painkiller,14.,Chile,$375.00,1 Player
Paladins,1.,United States,"$650,310.56",89 Players
Paladins,2.,Finland,"$199,842.45",7 Players
Paladins,3.,Brazil,"$192,643.79",55 Players
Paladins,4.,Netherlands,"$158,455.39",7 Players
Paladins,5.,Australia,"$154,049.92",24 Players
Paladins,6.,Poland,"$124,189.55",34 Players
Paladins,7.,Bulgaria,"$108,294.38",5 Players
Paladins,8.,Sweden,"$100,819.53",8 Players
Paladins,9.,Russian Federation,"$79,314.93",112 Players
Paladins,10.,United Kingdom,"$58,901.10",16 Players
Paladins,11.,Argentina,"$56,233.40",18 Players
Paladins,12.,Denmark,"$55,813.87",3 Players
Paladins,13.,Norway,"$53,930.02",4 Players
Paladins,14.,China,"$50,000.00",12 Players
Paladins,15.,Estonia,"$47,617.91",2 Players
Paladins,16.,France,"$45,780.26",36 Players
Paladins,17.,"Korea, Republic of","$43,216.67",3 Players
Paladins,18.,Canada,"$40,363.27",12 Players
Paladins,19.,Italy,"$24,415.47",7 Players
Paladins,20.,Belgium,"$21,400.00",4 Players
Paladins,21.,Germany,"$18,126.66",10 Players
Paladins,22.,Portugal,"$17,652.12",3 Players
Paladins,23.,Peru,"$16,866.60",12 Players
Paladins,24.,Croatia,"$12,916.67",3 Players
Paladins,25.,Israel,"$11,430.79",2 Players
Paladins,26.,Uruguay,"$11,133.33",1 Player
Paladins,27.,Ukraine,"$7,900.82",8 Players
Paladins,28.,Indonesia,"$6,800.01",18 Players
Paladins,29.,Czech Republic,"$5,700.00",5 Players
Paladins,30.,Japan,"$5,000.00",1 Player
Paladins,31.,Serbia,"$2,620.00",2 Players
Paladins,32.,Spain,"$2,288.33",10 Players
Paladins,33.,Chile,"$2,000.00",3 Players
Paladins,34.,Ireland,"$1,990.35",2 Players
Paladins,35.,Philippines,"$1,750.00",3 Players
Paladins,36.,Switzerland,"$1,718.40",1 Player
Paladins,37.,Romania,"$1,215.98",3 Players
Paladins,38.,Singapore,"$1,100.00",1 Player
Paladins,39.,Colombia,$800.00,5 Players
Paladins,40.,Malaysia,$733.34,4 Players
Paladins,41.,Latvia,$650.00,1 Player
Paladins,42.,Austria,$600.00,1 Player
Paladins,43.,Egypt,$450.00,2 Players
Paladins,44.,Venezuela,$400.00,2 Players
Paladins,45.,Kazakhstan,$293.33,2 Players
Paladins,46.,Belarus,$281.67,2 Players
Paladins,47.,--UNDEFINED--,$250.00,1 Player
Paladins,48.,Azerbaijan,$200.00,1 Player
Paladins,49.,Guatemala,$200.00,1 Player
Paladins,50.,Bangladesh,$100.00,1 Player
Paladins,51.,Hungary,$100.00,1 Player
Paladins,52.,India,$100.00,1 Player
Paladins,53.,Lithuania,$100.00,1 Player
Paladins,54.,"Moldova, Republic of",$100.00,1 Player
Paladins,55.,Turkey,$100.00,1 Player
Pavlov,1.,Australia,$500.00,5 Players
Pavlov,2.,United States,$434.32,8 Players
Pavlov,3.,United Kingdom,$162.87,3 Players
Pavlov,4.,France,$54.29,1 Player
Pavlov,5.,Norway,$54.29,1 Player
Pavlov,6.,Sweden,$54.29,1 Player
Pistol Whip,1.,United States,"$4,500.00",11 Players
Pistol Whip,2.,Singapore,"$2,500.00",1 Player
Pistol Whip,3.,Netherlands,$500.00,1 Player
Point Blank,1.,Thailand,"$551,041.81",63 Players
Point Blank,2.,Indonesia,"$406,946.96",116 Players
Point Blank,3.,Russian Federation,"$306,636.26",139 Players
Point Blank,4.,Brazil,"$180,544.83",51 Players
Point Blank,5.,Ukraine,"$26,381.94",17 Players
Point Blank,6.,Azerbaijan,"$23,756.40",22 Players
Point Blank,7.,Philippines,"$22,946.00",28 Players
Point Blank,8.,Turkey,"$19,799.98",25 Players
Point Blank,9.,Peru,"$8,000.00",16 Players
Point Blank,10.,United States,"$8,000.00",7 Players
Point Blank,11.,"Korea, Republic of","$6,000.00",15 Players
Point Blank,12.,Venezuela,"$6,000.00",12 Players
Point Blank,13.,India,"$5,000.00",11 Players
Point Blank,14.,Singapore,"$4,999.98",9 Players
Point Blank,15.,"Taiwan, Republic of China","$3,000.00",10 Players
Point Blank,16.,Belarus,"$2,255.52",4 Players
Point Blank,17.,United Kingdom,"$1,400.00",2 Players
Point Blank,18.,Portugal,"$1,400.00",2 Players
Point Blank,19.,Italy,$800.00,2 Players
Point Blank,20.,Romania,$800.00,2 Players
Point Blank,21.,Netherlands,$600.00,1 Player
Point Blank,22.,"Moldova, Republic of",$376.00,1 Player
Point Blank,23.,Germany,$15.30,1 Player
Quake 4,1.,Sweden,"$232,475.67",23 Players
Quake 4,2.,United States,"$97,279.27",28 Players
Quake 4,3.,Russian Federation,"$58,343.39",18 Players
Quake 4,4.,Poland,"$34,276.74",5 Players
Quake 4,5.,Italy,"$26,300.00",3 Players
Quake 4,6.,United Kingdom,"$24,636.86",10 Players
Quake 4,7.,Belarus,"$22,790.05",2 Players
Quake 4,8.,France,"$17,697.33",2 Players
Quake 4,9.,Netherlands,"$12,687.92",4 Players
Quake 4,10.,China,"$6,905.66",3 Players
Quake 4,11.,Ukraine,"$5,177.87",3 Players
Quake 4,12.,Germany,"$4,729.43",3 Players
Quake 4,13.,Australia,"$4,687.50",1 Player
Quake 4,14.,Canada,"$4,612.50",3 Players
Quake 4,15.,Finland,"$1,146.07",4 Players
Quake 4,16.,South Africa,$770.71,5 Players
Quake 4,17.,Norway,$588.62,2 Players
Quake 4,18.,Venezuela,$200.00,1 Player
Quake 4,19.,Spain,$150.00,1 Player
Quake Champions,1.,United States,"$912,610.15",155 Players
Quake Champions,2.,Belarus,"$323,936.29",2 Players
Quake Champions,3.,Russian Federation,"$262,429.38",40 Players
Quake Champions,4.,Sweden,"$262,087.43",4 Players
Quake Champions,5.,Netherlands,"$159,685.00",4 Players
Quake Champions,6.,Hungary,"$152,097.02",1 Player
Quake Champions,7.,Germany,"$140,155.37",2 Players
Quake Champions,8.,Italy,"$137,297.47",5 Players
Quake Champions,9.,Ukraine,"$131,653.04",1 Player
Quake Champions,10.,United Kingdom,"$127,551.98",12 Players
Quake Champions,11.,Canada,"$126,107.74",17 Players
Quake Champions,12.,Poland,"$124,884.18",12 Players
Quake Champions,13.,Australia,"$100,390.74",30 Players
Quake Champions,14.,Austria,"$76,275.00",1 Player
Quake Champions,15.,Argentina,"$48,078.07",19 Players
Quake Champions,16.,Brazil,"$44,239.83",7 Players
Quake Champions,17.,France,"$43,834.78",5 Players
Quake Champions,18.,Estonia,"$41,582.95",1 Player
Quake Champions,19.,Serbia,"$13,872.48",3 Players
Quake Champions,20.,Czech Republic,"$13,803.81",2 Players
Quake Champions,21.,Portugal,"$10,375.00",3 Players
Quake Champions,22.,Latvia,"$7,402.50",1 Player
Quake Champions,23.,Denmark,"$4,662.94",6 Players
Quake Champions,24.,Kazakhstan,"$3,395.00",1 Player
Quake Champions,25.,Chile,"$1,499.86",5 Players
Quake Champions,26.,South Africa,"$1,303.70",4 Players
Quake Champions,27.,Spain,$823.52,6 Players
Quake Champions,28.,Mexico,$467.50,1 Player
Quake Champions,29.,Finland,$434.53,6 Players
Quake Champions,30.,Switzerland,$112.45,1 Player
Quake Champions,31.,--UNDEFINED--,$89.39,3 Players
Quake Champions,32.,Lithuania,$20.00,2 Players
Quake II,1.,United States,"$89,300.00",27 Players
Quake II,2.,Canada,"$22,200.00",3 Players
Quake II,3.,Sweden,"$12,126.50",3 Players
Quake II,4.,Poland,"$5,221.48",2 Players
Quake II,5.,Faroe Islands,$253.00,1 Player
Quake II,6.,Germany,$25.00,1 Player
Quake III Arena,1.,United States,"$537,675.91",120 Players
Quake III Arena,2.,Sweden,"$167,432.12",38 Players
Quake III Arena,3.,Russian Federation,"$162,121.52",68 Players
Quake III Arena,4.,United Kingdom,"$44,669.46",13 Players
Quake III Arena,5.,Germany,"$34,888.92",18 Players
Quake III Arena,6.,Canada,"$30,870.00",13 Players
Quake III Arena,7.,France,"$27,960.44",11 Players
Quake III Arena,8.,China,"$27,127.90",5 Players
Quake III Arena,9.,Belarus,"$27,104.38",9 Players
Quake III Arena,10.,"Korea, Republic of","$13,975.30",3 Players
Quake III Arena,11.,Spain,"$10,727.37",3 Players
Quake III Arena,12.,Australia,"$10,135.30",4 Players
Quake III Arena,13.,Poland,"$9,570.30",3 Players
Quake III Arena,14.,Ukraine,"$4,554.35",5 Players
Quake III Arena,15.,Brazil,"$2,039.67",6 Players
Quake III Arena,16.,Netherlands,"$1,624.30",1 Player
Quake III Arena,17.,Belgium,"$1,556.75",2 Players
Quake III Arena,18.,Venezuela,"$1,300.00",2 Players
Quake III Arena,19.,South Africa,"$1,300.00",2 Players
Quake III Arena,20.,Denmark,"$1,120.60",5 Players
Quake III Arena,21.,Austria,$940.32,1 Player
Quake III Arena,22.,Hungary,$927.74,2 Players
Quake III Arena,23.,Turkey,$750.00,1 Player
Quake III Arena,24.,Norway,$600.61,1 Player
Quake III Arena,25.,Cuba,$585.58,1 Player
Quake III Arena,26.,New Zealand,$500.00,1 Player
Quake III Arena,27.,Croatia,$438.17,1 Player
Quake III Arena,28.,Ireland,$408.23,1 Player
Quake III Arena,29.,Singapore,$400.00,1 Player
Quake III Arena,30.,Estonia,$390.38,1 Player
Quake III Arena,31.,Northern Mariana Islands,$300.00,1 Player
Quake III Arena,32.,Finland,$230.18,2 Players
Quake III Arena,33.,Argentina,$205.84,1 Player
Quake III Arena,34.,Lithuania,$100.00,1 Player
Quake III Arena,35.,Czech Republic,$53.42,1 Player
Quake Live,1.,United States,"$237,881.12",70 Players
Quake Live,2.,Belarus,"$104,242.27",7 Players
Quake Live,3.,Russian Federation,"$80,860.14",11 Players
Quake Live,4.,Sweden,"$50,329.50",9 Players
Quake Live,5.,France,"$47,874.61",9 Players
Quake Live,6.,Poland,"$32,983.31",16 Players
Quake Live,7.,Germany,"$22,734.62",17 Players
Quake Live,8.,Italy,"$19,658.48",6 Players
Quake Live,9.,Canada,"$17,582.04",14 Players
Quake Live,10.,Netherlands,"$11,864.15",7 Players
Quake Live,11.,Australia,"$9,200.56",13 Players
Quake Live,12.,Czech Republic,"$7,018.00",10 Players
Quake Live,13.,Austria,"$6,817.64",1 Player
Quake Live,14.,United Kingdom,"$4,204.49",6 Players
Quake Live,15.,Norway,"$3,486.04",6 Players
Quake Live,16.,China,"$3,083.43",1 Player
Quake Live,17.,Hungary,"$2,000.00",1 Player
Quake Live,18.,Belgium,"$1,779.69",3 Players
Quake Live,19.,Finland,"$1,700.00",1 Player
Quake Live,20.,Lithuania,$986.71,1 Player
Quake Live,21.,Ukraine,$738.46,6 Players
Quake Live,22.,Japan,$700.00,2 Players
Quake Live,23.,Ireland,$647.62,2 Players
Quake Live,24.,Slovakia,$597.66,1 Player
Quake Live,25.,India,$250.00,1 Player
Quake Live,26.,Spain,$200.62,1 Player
Quake Live,27.,New Zealand,$181.39,4 Players
Quake Live,28.,Malaysia,$150.00,1 Player
Quake Live,29.,"Taiwan, Republic of China",$150.00,1 Player
Quake Live,30.,Estonia,$36.75,1 Player
Quake Live,31.,Bulgaria,$21.19,1 Player
Quake Live,32.,Singapore,$17.88,1 Player
Quake Live,33.,Peru,$13.37,1 Player
Quake Live,34.,Kazakhstan,$13.27,1 Player
QuakeWorld,1.,United States,"$60,125.00",41 Players
QuakeWorld,2.,Sweden,"$19,581.31",13 Players
QuakeWorld,3.,Australia,"$7,250.00",2 Players
QuakeWorld,4.,Norway,"$6,505.66",3 Players
QuakeWorld,5.,Finland,"$6,055.09",1 Player
QuakeWorld,6.,Brazil,"$2,042.00",3 Players
QuakeWorld,7.,Canada,$458.00,1 Player
QuakeWorld,8.,Germany,$115.12,1 Player
QuakeWorld,9.,Ireland,$106.40,2 Players
